champion_name,region,tier,patch,position,level,win_rate,pick_rate,ban_rate,counters1_name,counters1_win_rate,counters1_games,counters2_name,counters2_win_rate,counters2_games,counters3_name,counters3_win_rate,counters3_games,counters4_name,counters4_win_rate,counters4_games,counters5_name,counters5_win_rate,counters5_games,counters6_name,counters6_win_rate,counters6_games,counters7_name,counters7_win_rate,counters7_games,counters8_name,counters8_win_rate,counters8_games,counters9_name,counters9_win_rate,counters9_games,counters10_name,counters10_win_rate,counters10_games,equip1_name,equip1_pick_rate,equip2_name,equip2_pick_rate,equip3_name,equip3_pick_rate,equip4_name,equip4_pick_rate,equip5_name,equip5_pick_rate
LOL.top.jayce,global,all,12.23,mid,4,51.28,0.54,0.08,LOL.top.zed,51.21,2031,LOL.top.yasuo,50.1,1958,LOL.top.yone,53.72,1722,LOL.top.akali,51.69,1567,LOL.top.sylas,54.72,1367,LOL.top.katarina,54.82,1328,LOL.top.irelia,48.97,1162,LOL.top.kassadin,53.72,1117,LOL.top.vex,50.0,954,LOL.top.viktor,48.3,942,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",31.41,"女神之泪,星蚀,魔切,幽梦之灵",12.18,"星蚀,魔切,赛瑞尔达的怨恨",11.29,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",7.26,"女神之泪,星蚀,魔切,收集者",4.74
LOL.top.jayce,global,diamond,12.23,top,3,48.95,2.63,0.27,LOL.top.aatrox,49.33,375,LOL.top.fiora,51.5,367,LOL.top.gangplank,46.85,222,LOL.top.ksante,47.78,203,LOL.top.camille,51.3,154,LOL.top.darius,50.33,153,LOL.top.irelia,53.02,149,LOL.top.jax,57.85,121,LOL.top.drmundo,37.72,114,LOL.top.malphite,45.63,103,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",47.6,"星蚀,魔切,赛瑞尔达的怨恨",14.57,"女神之泪,星蚀,魔切,幽梦之灵",13.58,"星蚀,魔切,幽梦之灵",4.61,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",3.73
LOL.top.jayce,global,diamond,12.23,mid,5,50.37,0.62,0.06,LOL.top.kassadin,52.94,68,LOL.top.akali,54.72,53,LOL.top.zed,47.92,48,LOL.top.sylas,54.35,46,LOL.top.syndra,60.47,43,LOL.top.yone,53.66,41,LOL.top.yasuo,45.0,40,LOL.top.katarina,56.41,39,LOL.top.viktor,40.54,37,LOL.top.irelia,65.63,32,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",45.6,"星蚀,魔切,赛瑞尔达的怨恨",17.58,"女神之泪,星蚀,魔切,幽梦之灵",8.79,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",8.79,"女神之泪,星蚀,魔切,贪欲九头蛇",3.57
LOL.top.jayce,global,platinum,12.23,top,4,49.0,2.37,0.26,LOL.top.aatrox,48.87,1154,LOL.top.gangplank,50.5,897,LOL.top.fiora,50.13,800,LOL.top.darius,51.83,573,LOL.top.irelia,42.17,543,LOL.top.ksante,50.47,527,LOL.top.drmundo,44.98,418,LOL.top.jax,51.73,375,LOL.top.camille,48.6,356,LOL.top.sett,46.58,322,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",42.51,"女神之泪,星蚀,魔切,幽梦之灵",13.85,"星蚀,魔切,赛瑞尔达的怨恨",13.62,"星蚀,魔切,幽梦之灵",4.33,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.23
LOL.top.jayce,global,platinum,12.23,mid,4,50.78,0.6,0.07,LOL.top.zed,50.21,239,LOL.top.kassadin,55.49,173,LOL.top.akali,53.75,160,LOL.top.katarina,48.1,158,LOL.top.yasuo,55.7,158,LOL.top.viktor,51.8,139,LOL.top.yone,50.0,132,LOL.top.irelia,45.24,126,LOL.top.sylas,56.67,120,LOL.top.vex,47.92,96,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",41.47,"星蚀,魔切,赛瑞尔达的怨恨",14.11,"女神之泪,星蚀,魔切,幽梦之灵",11.35,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",5.56,"星蚀,魔切,幽梦之灵",3.99
LOL.top.jayce,global,gold,12.23,top,4,49.68,1.99,0.27,LOL.top.aatrox,51.38,1744,LOL.top.gangplank,50.77,1371,LOL.top.fiora,49.76,1256,LOL.top.darius,50.09,1106,LOL.top.irelia,45.59,884,LOL.top.drmundo,40.46,791,LOL.top.sett,46.85,698,LOL.top.jax,52.53,691,LOL.top.teemo,51.76,682,LOL.top.ksante,52.77,667,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",39.97,"女神之泪,星蚀,魔切,幽梦之灵",14.91,"星蚀,魔切,赛瑞尔达的怨恨",12.42,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.42,"星蚀,魔切,幽梦之灵",4.07
LOL.top.jayce,global,gold,12.23,mid,4,51.13,0.57,0.08,LOL.top.zed,51.99,427,LOL.top.yasuo,46.7,409,LOL.top.yone,49.29,351,LOL.top.akali,51.08,325,LOL.top.sylas,52.32,302,LOL.top.katarina,52.96,287,LOL.top.irelia,50.19,263,LOL.top.kassadin,56.52,230,LOL.top.viktor,44.05,227,LOL.top.vex,51.2,209,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",37.14,"女神之泪,星蚀,魔切,幽梦之灵",12.89,"星蚀,魔切,赛瑞尔达的怨恨",11.32,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",8.05,"女神之泪,星蚀,魔切,收集者",4.2
LOL.top.jayce,global,silver,12.23,top,5,48.61,1.54,0.24,LOL.top.aatrox,47.23,1101,LOL.top.darius,52.86,925,LOL.top.teemo,50.52,776,LOL.top.drmundo,38.12,766,LOL.top.fiora,45.53,749,LOL.top.sett,45.62,730,LOL.top.gangplank,51.29,661,LOL.top.mordekaiser,46.74,659,LOL.top.irelia,45.08,630,LOL.top.jax,51.97,533,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",36.0,"女神之泪,星蚀,魔切,幽梦之灵",17.31,"星蚀,魔切,赛瑞尔达的怨恨",11.95,"星蚀,魔切,幽梦之灵",4.53,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.48
LOL.top.jayce,global,silver,12.23,mid,4,51.66,0.53,0.08,LOL.top.yasuo,50.0,428,LOL.top.zed,51.45,414,LOL.top.yone,55.71,368,LOL.top.akali,48.99,296,LOL.top.sylas,56.37,259,LOL.top.katarina,53.01,249,LOL.top.irelia,46.47,241,LOL.top.malzahar,52.91,206,LOL.top.vex,50.0,184,LOL.top.veigar,50.96,157,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",32.93,"女神之泪,星蚀,魔切,幽梦之灵",13.49,"星蚀,魔切,赛瑞尔达的怨恨",11.22,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",7.93,"女神之泪,星蚀,魔切,收集者",6.34
LOL.top.jayce,global,all,12.22,top,4,49.25,1.72,0.27,LOL.top.aatrox,49.78,14076,LOL.top.fiora,48.28,11118,LOL.top.darius,52.15,7910,LOL.top.gangplank,49.01,7539,LOL.top.sett,47.87,6491,LOL.top.jax,50.2,6476,LOL.top.teemo,50.68,6220,LOL.top.irelia,46.09,6181,LOL.top.mordekaiser,47.85,5174,LOL.top.ksante,51.01,4999,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",36.13,"女神之泪,星蚀,魔切,幽梦之灵",14.07,"星蚀,魔切,赛瑞尔达的怨恨",12.33,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.31,"星蚀,魔切,幽梦之灵",4.1
LOL.top.jayce,global,all,12.22,mid,4,50.27,0.5,0.08,LOL.top.zed,47.2,3407,LOL.top.yasuo,51.84,3204,LOL.top.yone,52.5,2924,LOL.top.akali,51.77,2861,LOL.top.sylas,51.39,2775,LOL.top.katarina,52.51,2228,LOL.top.syndra,47.85,1977,LOL.top.irelia,48.55,1685,LOL.top.vex,46.76,1651,LOL.top.viktor,48.03,1624,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",30.07,"女神之泪,星蚀,魔切,幽梦之灵",11.89,"星蚀,魔切,赛瑞尔达的怨恨",10.97,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",6.83,"女神之泪,星蚀,魔切,收集者",4.17
LOL.top.jayce,global,diamond,12.22,top,4,49.02,2.45,0.32,LOL.top.aatrox,51.56,675,LOL.top.fiora,47.71,612,LOL.top.gangplank,48.03,304,LOL.top.ksante,46.72,274,LOL.top.camille,45.96,272,LOL.top.irelia,49.06,267,LOL.top.jax,47.55,265,LOL.top.darius,47.39,230,LOL.top.riven,52.74,201,LOL.top.sett,51.53,163,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",45.76,"星蚀,魔切,赛瑞尔达的怨恨",14.07,"女神之泪,星蚀,魔切,幽梦之灵",11.72,"星蚀,魔切,幽梦之灵",4.11,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",3.26
LOL.top.jayce,global,diamond,12.22,mid,5,47.87,0.54,0.07,LOL.top.zed,45.63,103,LOL.top.syndra,50.0,98,LOL.top.akali,47.56,82,LOL.top.kassadin,50.67,75,LOL.top.viktor,52.7,74,LOL.top.sylas,46.58,73,LOL.top.katarina,48.44,64,LOL.top.yasuo,44.26,61,LOL.top.yone,50.91,55,LOL.top.ryze,40.0,45,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",45.53,"星蚀,魔切,赛瑞尔达的怨恨",14.61,"女神之泪,星蚀,魔切,幽梦之灵",10.5,"女神之泪,星蚀,魔切,贪欲九头蛇",5.67,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",5.53
LOL.top.jayce,global,platinum,12.22,top,3,49.29,2.36,0.3,LOL.top.aatrox,49.81,2353,LOL.top.fiora,49.4,1826,LOL.top.gangplank,47.39,1416,LOL.top.darius,52.94,952,LOL.top.irelia,45.56,913,LOL.top.ksante,49.43,874,LOL.top.jax,52.64,796,LOL.top.camille,47.07,735,LOL.top.sett,50.58,690,LOL.top.riven,51.53,654,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",41.25,"女神之泪,星蚀,魔切,幽梦之灵",13.05,"星蚀,魔切,赛瑞尔达的怨恨",12.95,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.23,"星蚀,魔切,幽梦之灵",4.03
LOL.top.jayce,global,platinum,12.22,mid,5,50.08,0.55,0.07,LOL.top.zed,47.91,407,LOL.top.syndra,46.13,297,LOL.top.sylas,49.48,289,LOL.top.akali,50.18,271,LOL.top.yone,52.87,261,LOL.top.katarina,53.36,253,LOL.top.yasuo,52.38,252,LOL.top.viktor,51.49,235,LOL.top.kassadin,50.95,210,LOL.top.irelia,55.03,189,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",39.15,"星蚀,魔切,赛瑞尔达的怨恨",12.2,"女神之泪,星蚀,魔切,幽梦之灵",11.1,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",5.95,"女神之泪,星蚀,魔切,贪欲九头蛇",4.1
LOL.top.jayce,global,gold,12.22,top,4,49.71,1.97,0.27,LOL.top.aatrox,49.5,3485,LOL.top.fiora,47.03,2696,LOL.top.gangplank,48.43,2166,LOL.top.darius,52.67,1722,LOL.top.irelia,46.38,1533,LOL.top.jax,51.46,1506,LOL.top.sett,50.0,1416,LOL.top.teemo,51.39,1294,LOL.top.ksante,51.08,1253,LOL.top.camille,50.74,1141,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",37.97,"女神之泪,星蚀,魔切,幽梦之灵",13.96,"星蚀,魔切,赛瑞尔达的怨恨",12.59,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.53,"星蚀,魔切,幽梦之灵",4.25
LOL.top.jayce,global,gold,12.22,mid,4,50.74,0.53,0.07,LOL.top.zed,46.15,728,LOL.top.yasuo,52.87,696,LOL.top.sylas,51.09,640,LOL.top.yone,53.93,610,LOL.top.akali,51.31,571,LOL.top.katarina,54.89,501,LOL.top.syndra,50.91,493,LOL.top.viktor,46.82,425,LOL.top.irelia,47.85,395,LOL.top.vex,47.51,381,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",35.17,"女神之泪,星蚀,魔切,幽梦之灵",12.1,"星蚀,魔切,赛瑞尔达的怨恨",11.61,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",6.92,"女神之泪,星蚀,魔切,收集者",4.2
LOL.top.jayce,global,silver,12.22,top,5,49.29,1.49,0.25,LOL.top.aatrox,50.59,2206,LOL.top.fiora,48.21,1728,LOL.top.teemo,48.88,1649,LOL.top.darius,53.89,1579,LOL.top.sett,46.91,1392,LOL.top.jax,46.07,1144,LOL.top.mordekaiser,46.73,1100,LOL.top.irelia,46.23,1088,LOL.top.gangplank,50.42,1083,LOL.top.nasus,43.31,1062,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",35.96,"女神之泪,星蚀,魔切,幽梦之灵",16.18,"星蚀,魔切,赛瑞尔达的怨恨",12.34,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.61,"星蚀,魔切,幽梦之灵",4.05
LOL.top.jayce,global,silver,12.22,mid,5,50.5,0.51,0.08,LOL.top.yasuo,50.85,767,LOL.top.zed,48.11,767,LOL.top.yone,49.55,672,LOL.top.akali,52.72,643,LOL.top.sylas,49.31,578,LOL.top.katarina,50.71,491,LOL.top.syndra,47.53,364,LOL.top.vex,44.82,357,LOL.top.irelia,47.98,346,LOL.top.viktor,51.51,299,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",29.46,"女神之泪,星蚀,魔切,幽梦之灵",13.88,"星蚀,魔切,赛瑞尔达的怨恨",11.35,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",8.09,"女神之泪,星蚀,魔切,收集者",5.21
LOL.top.jayce,global,all,12.21,top,4,49.19,2.04,0.29,LOL.top.aatrox,50.59,15277,LOL.top.darius,50.76,9598,LOL.top.ksante,53.85,8095,LOL.top.fiora,49.96,7584,LOL.top.sett,48.19,6951,LOL.top.irelia,44.43,6646,LOL.top.nasus,43.91,6457,LOL.top.gangplank,50.84,6300,LOL.top.garen,46.09,5709,LOL.top.jax,50.04,5669,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",41.81,"女神之泪,星蚀,魔切,幽梦之灵",14.56,"星蚀,魔切,赛瑞尔达的怨恨",13.0,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.95,"星蚀,魔切,幽梦之灵",3.67
LOL.top.jayce,global,diamond,12.21,top,3,48.87,2.86,0.38,LOL.top.aatrox,50.0,892,LOL.top.fiora,51.27,472,LOL.top.darius,50.86,407,LOL.top.irelia,46.29,391,LOL.top.ksante,55.4,352,LOL.top.camille,48.08,339,LOL.top.ornn,45.21,292,LOL.top.gangplank,50.89,281,LOL.top.malphite,47.83,253,LOL.top.jax,41.98,243,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",52.39,"星蚀,魔切,赛瑞尔达的怨恨",13.01,"女神之泪,星蚀,魔切,幽梦之灵",11.08,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",5.15,"星蚀,魔切,幽梦之灵",3.16
LOL.top.jayce,global,platinum,12.21,top,4,48.8,2.82,0.33,LOL.top.aatrox,51.07,2532,LOL.top.darius,48.32,1306,LOL.top.ksante,51.31,1296,LOL.top.fiora,49.88,1257,LOL.top.gangplank,48.92,1110,LOL.top.irelia,44.23,1074,LOL.top.camille,47.6,792,LOL.top.nasus,43.99,791,LOL.top.sett,46.72,777,LOL.top.ornn,43.91,772,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",46.73,"星蚀,魔切,赛瑞尔达的怨恨",13.99,"女神之泪,星蚀,魔切,幽梦之灵",13.66,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",4.7,"星蚀,魔切,幽梦之灵",3.56
LOL.top.jayce,global,platinum,12.21,mid,5,48.82,0.5,0.06,LOL.top.sylas,51.8,417,LOL.top.syndra,47.23,271,LOL.top.zed,43.67,245,LOL.top.viktor,45.87,242,LOL.top.akali,51.28,234,LOL.top.yasuo,45.85,205,LOL.top.yone,58.62,203,LOL.top.katarina,54.69,192,LOL.top.vex,47.37,190,LOL.top.ahri,48.99,149,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",47.19,"女神之泪,星蚀,魔切,幽梦之灵",12.17,"星蚀,魔切,赛瑞尔达的怨恨",11.57,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",7.97,"女神之泪,星蚀,魔切,收集者",3.28
LOL.top.jayce,global,gold,12.21,top,4,49.13,2.34,0.3,LOL.top.aatrox,49.02,3578,LOL.top.darius,50.62,2173,LOL.top.ksante,52.61,2051,LOL.top.fiora,49.86,1781,LOL.top.gangplank,51.32,1740,LOL.top.irelia,43.74,1541,LOL.top.nasus,43.26,1528,LOL.top.sett,46.79,1494,LOL.top.jax,49.89,1331,LOL.top.yone,50.64,1242,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",43.77,"女神之泪,星蚀,魔切,幽梦之灵",14.48,"星蚀,魔切,赛瑞尔达的怨恨",13.3,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",5.16,"星蚀,魔切,幽梦之灵",3.56
LOL.top.jayce,global,silver,12.21,top,4,49.55,1.71,0.26,LOL.top.aatrox,50.02,2489,LOL.top.darius,52.16,1827,LOL.top.teemo,49.86,1462,LOL.top.ksante,56.89,1459,LOL.top.sett,47.88,1416,LOL.top.nasus,43.83,1410,LOL.top.garen,45.62,1232,LOL.top.fiora,50.08,1222,LOL.top.mordekaiser,46.33,1198,LOL.top.irelia,43.54,1107,"女神之泪,星蚀,魔切,赛瑞尔达的怨恨",40.22,"女神之泪,星蚀,魔切,幽梦之灵",15.95,"星蚀,魔切,赛瑞尔达的怨恨",12.84,"女神之泪,星蚀,魔切,玛莫提乌斯之噬",5.15,"星蚀,魔切,幽梦之灵",3.77
LOL.top.yorick,global,all,12.23,top,2,51.72,3.22,3.43,LOL.top.darius,55.89,10222,LOL.top.mordekaiser,49.76,9593,LOL.top.aatrox,52.35,9513,LOL.top.drmundo,48.85,9107,LOL.top.sett,50.73,8230,LOL.top.fiora,49.33,7354,LOL.top.jax,48.36,6977,LOL.top.teemo,53.9,6946,LOL.top.nasus,49.73,6367,LOL.top.gangplank,53.2,5882,"神圣分离者,破舰者,赛瑞尔达的怨恨",8.15,"星蚀,赛瑞尔达的怨恨,黑色切割者",6.65,"神圣分离者,破舰者,荆棘之甲",4.5,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",4.1,"星蚀,赛瑞尔达的怨恨,破舰者",3.17
LOL.top.yorick,global,diamond,12.23,top,4,48.0,1.43,0.72,LOL.top.aatrox,44.44,162,LOL.top.fiora,39.52,124,LOL.top.ksante,50.41,121,LOL.top.gangplank,47.87,94,LOL.top.darius,53.76,93,LOL.top.jax,40.96,83,LOL.top.mordekaiser,54.43,79,LOL.top.drmundo,54.55,77,LOL.top.camille,34.72,72,LOL.top.sion,63.79,58,"神圣分离者,破舰者,赛瑞尔达的怨恨",19.75,"星蚀,赛瑞尔达的怨恨,黑色切割者",11.36,"星蚀,赛瑞尔达的怨恨,破舰者",10.62,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",7.16,"三相之力,破舰者,赛瑞尔达的怨恨",4.94
LOL.top.yorick,global,platinum,12.23,top,4,49.42,2.31,1.66,LOL.top.aatrox,48.82,850,LOL.top.gangplank,51.96,637,LOL.top.darius,57.24,601,LOL.top.fiora,44.41,599,LOL.top.ksante,51.5,567,LOL.top.drmundo,50.0,558,LOL.top.mordekaiser,45.76,542,LOL.top.jax,47.51,482,LOL.top.sett,50.26,380,LOL.top.camille,46.63,356,"神圣分离者,破舰者,赛瑞尔达的怨恨",11.43,"星蚀,赛瑞尔达的怨恨,黑色切割者",7.81,"星蚀,赛瑞尔达的怨恨,破舰者",5.23,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",4.35,"神圣分离者,赛瑞尔达的怨恨,破舰者",4.21
LOL.top.yorick,global,gold,12.23,top,3,51.49,2.96,2.78,LOL.top.aatrox,50.34,2048,LOL.top.darius,54.77,1815,LOL.top.drmundo,47.96,1641,LOL.top.mordekaiser,48.89,1526,LOL.top.gangplank,51.66,1450,LOL.top.fiora,51.21,1445,LOL.top.sett,50.78,1282,LOL.top.jax,48.56,1250,LOL.top.ksante,53.05,1067,LOL.top.nasus,48.81,1047,"神圣分离者,破舰者,赛瑞尔达的怨恨",9.71,"星蚀,赛瑞尔达的怨恨,黑色切割者",8.06,"神圣分离者,破舰者,荆棘之甲",4.5,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",4.19,"星蚀,赛瑞尔达的怨恨,破舰者",3.83
LOL.top.yorick,global,silver,12.23,top,2,52.46,3.73,4.22,LOL.top.darius,57.54,2466,LOL.top.mordekaiser,49.09,2257,LOL.top.drmundo,49.78,2236,LOL.top.aatrox,53.9,2011,LOL.top.sett,51.02,2003,LOL.top.teemo,52.0,1796,LOL.top.fiora,50.18,1672,LOL.top.nasus,46.99,1645,LOL.top.jax,48.26,1583,LOL.top.garen,50.89,1513,"神圣分离者,破舰者,赛瑞尔达的怨恨",8.92,"星蚀,赛瑞尔达的怨恨,黑色切割者",7.38,"神圣分离者,破舰者,荆棘之甲",5.42,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",4.69,"神圣分离者,赛瑞尔达的怨恨,荆棘之甲",3.82
LOL.top.yorick,global,all,12.22,top,3,52.44,3.32,3.81,LOL.top.aatrox,53.63,19168,LOL.top.darius,56.15,19126,LOL.top.mordekaiser,50.29,16465,LOL.top.sett,51.15,16120,LOL.top.fiora,48.88,15273,LOL.top.jax,49.34,14058,LOL.top.teemo,52.87,13800,LOL.top.nasus,51.54,12940,LOL.top.garen,52.51,11180,LOL.top.illaoi,56.02,10031,"神圣分离者,破舰者,赛瑞尔达的怨恨",7.99,"星蚀,赛瑞尔达的怨恨,黑色切割者",6.57,"神圣分离者,破舰者,荆棘之甲",4.52,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",3.56,"星蚀,赛瑞尔达的怨恨,破舰者",2.98
LOL.top.yorick,global,diamond,12.22,top,5,48.65,1.49,0.71,LOL.top.aatrox,47.71,306,LOL.top.fiora,50.64,233,LOL.top.ksante,55.29,208,LOL.top.darius,47.51,181,LOL.top.jax,43.67,158,LOL.top.gangplank,48.28,145,LOL.top.camille,43.48,138,LOL.top.mordekaiser,38.58,127,LOL.top.sett,49.19,124,LOL.top.sion,56.3,119,"神圣分离者,破舰者,赛瑞尔达的怨恨",11.61,"贪欲九头蛇,星蚀,赛瑞尔达的怨恨",10.08,"三相之力,破舰者,赛瑞尔达的怨恨",7.02,"星蚀,赛瑞尔达的怨恨,黑色切割者",6.76,"星蚀,破舰者,赛瑞尔达的怨恨",5.87
LOL.top.yorick,global,platinum,12.22,top,3,49.9,2.35,1.8,LOL.top.aatrox,49.05,1735,LOL.top.fiora,49.35,1392,LOL.top.darius,54.57,1138,LOL.top.gangplank,51.21,1074,LOL.top.ksante,53.69,1015,LOL.top.jax,45.6,965,LOL.top.mordekaiser,49.83,907,LOL.top.sett,48.82,846,LOL.top.sion,54.45,731,LOL.top.camille,50.49,711,"神圣分离者,破舰者,赛瑞尔达的怨恨",10.05,"星蚀,赛瑞尔达的怨恨,黑色切割者",6.95,"星蚀,赛瑞尔达的怨恨,破舰者",4.36,"神圣分离者,赛瑞尔达的怨恨,破舰者",4.33,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",3.85
LOL.top.yorick,global,gold,12.22,top,2,52.18,3.01,3.09,LOL.top.aatrox,52.57,4223,LOL.top.darius,55.69,3521,LOL.top.fiora,47.95,3324,LOL.top.jax,49.21,2707,LOL.top.sett,51.96,2706,LOL.top.mordekaiser,47.74,2696,LOL.top.gangplank,55.4,2574,LOL.top.ksante,56.58,2225,LOL.top.nasus,51.19,2194,LOL.top.teemo,50.17,2013,"神圣分离者,破舰者,赛瑞尔达的怨恨",9.05,"星蚀,赛瑞尔达的怨恨,黑色切割者",7.37,"神圣分离者,破舰者,荆棘之甲",4.39,"星蚀,赛瑞尔达的怨恨,破舰者",3.72,"神圣分离者,赛瑞尔达的怨恨,破舰者",3.55
LOL.top.yorick,global,silver,12.22,top,2,53.04,3.84,4.77,LOL.top.darius,56.37,5065,LOL.top.aatrox,53.26,4544,LOL.top.mordekaiser,49.73,4253,LOL.top.sett,50.06,4159,LOL.top.teemo,53.35,4004,LOL.top.nasus,52.06,3715,LOL.top.fiora,50.09,3709,LOL.top.jax,51.02,3544,LOL.top.garen,51.84,3009,LOL.top.illaoi,56.16,2703,"神圣分离者,破舰者,赛瑞尔达的怨恨",8.84,"星蚀,赛瑞尔达的怨恨,黑色切割者",7.27,"神圣分离者,破舰者,荆棘之甲",5.48,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",4.25,"神圣分离者,赛瑞尔达的怨恨,荆棘之甲",3.41
LOL.top.yorick,global,all,12.21,top,2,52.21,3.75,4.35,LOL.top.aatrox,55.79,22321,LOL.top.darius,54.92,21985,LOL.top.ksante,59.2,17731,LOL.top.mordekaiser,49.68,17541,LOL.top.sett,50.33,16881,LOL.top.nasus,49.65,15076,LOL.top.garen,50.04,14521,LOL.top.teemo,53.9,11586,LOL.top.jax,48.22,11383,LOL.top.fiora,51.54,10672,"星蚀,赛瑞尔达的怨恨,黑色切割者",10.62,"神圣分离者,破舰者,赛瑞尔达的怨恨",9.42,"神圣分离者,破舰者,荆棘之甲",4.76,"星蚀,赛瑞尔达的怨恨,破舰者",4.61,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",3.89
LOL.top.yorick,global,diamond,12.21,top,4,49.05,1.53,0.82,LOL.top.aatrox,49.5,398,LOL.top.darius,56.23,313,LOL.top.ksante,54.96,262,LOL.top.mordekaiser,45.64,195,LOL.top.fiora,47.95,171,LOL.top.camille,48.24,170,LOL.top.ornn,49.69,163,LOL.top.shen,41.72,151,LOL.top.sett,44.85,136,LOL.top.renekton,53.03,132,"神圣分离者,破舰者,赛瑞尔达的怨恨",14.81,"星蚀,赛瑞尔达的怨恨,黑色切割者",12.0,"星蚀,赛瑞尔达的怨恨,破舰者",8.81,"星蚀,破舰者,赛瑞尔达的怨恨",6.78,"三相之力,破舰者,赛瑞尔达的怨恨",6.46
LOL.top.yorick,global,platinum,12.21,top,3,50.35,2.63,2.16,LOL.top.aatrox,54.85,2164,LOL.top.darius,52.74,1587,LOL.top.ksante,56.83,1529,LOL.top.mordekaiser,50.19,1054,LOL.top.fiora,48.33,958,LOL.top.sett,49.18,913,LOL.top.gangplank,52.55,824,LOL.top.nasus,48.96,817,LOL.top.jax,47.94,751,LOL.top.garen,47.91,718,"星蚀,赛瑞尔达的怨恨,黑色切割者",13.01,"神圣分离者,破舰者,赛瑞尔达的怨恨",12.64,"星蚀,赛瑞尔达的怨恨,破舰者",7.4,"星蚀,破舰者,赛瑞尔达的怨恨",5.0,"神圣分离者,赛瑞尔达的怨恨,黑色切割者",4.19
LOL.top.yorick,global,gold,12.21,top,3,51.79,3.47,3.71,LOL.top.aatrox,54.8,4695,LOL.top.darius,53.42,4094,LOL.top.ksante,58.95,3954,LOL.top.mordekaiser,49.32,2867,LOL.top.sett,49.53,2657,LOL.top.nasus,50.35,2554,LOL.top.garen,48.56,2296,LOL.top.fiora,51.01,2078,LOL.top.jax,46.89,2026,LOL.top.gangplank,54.2,1928,"星蚀,赛瑞尔达的怨恨,黑色切割者",11.17,"神圣分离者,破舰者,赛瑞尔达的怨恨",10.85,"星蚀,赛瑞尔达的怨恨,破舰者",5.41,"神圣分离者,破舰者,荆棘之甲",4.72,"星蚀,破舰者,赛瑞尔达的怨恨",4.04
