champion_name,region,tier,patch,position,level,win_rate,pick_rate,ban_rate,counters1_name,counters1_win_rate,counters1_games,counters2_name,counters2_win_rate,counters2_games,counters3_name,counters3_win_rate,counters3_games,counters4_name,counters4_win_rate,counters4_games,counters5_name,counters5_win_rate,counters5_games,counters6_name,counters6_win_rate,counters6_games,counters7_name,counters7_win_rate,counters7_games,counters8_name,counters8_win_rate,counters8_games,counters9_name,counters9_win_rate,counters9_games,counters10_name,counters10_win_rate,counters10_games,equip1_name,equip1_pick_rate,equip2_name,equip2_pick_rate,equip3_name,equip3_pick_rate,equip4_name,equip4_pick_rate,equip5_name,equip5_pick_rate
LOL.top.olaf,global,diamond,12.22,jungle,4,50.36,0.52,0.32,LOL.top.hecarim,50.94,106,LOL.top.graves,47.89,71,LOL.top.leesin,51.67,60,LOL.top.udyr,56.14,57,LOL.top.mordekaiser,59.62,52,LOL.top.ekko,44.23,52,LOL.top.kayn,54.9,51,LOL.top.viego,46.81,47,LOL.top.wukong,45.65,46,LOL.top.khazix,47.73,44,"贪欲九头蛇,渴血战斧,死亡之舞",16.23,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",11.69,"渴血战斧,死亡之舞,斯特拉克的挑战护手",11.04,"渴血战斧,死亡之舞,玛莫提乌斯之噬",7.36,"渴血战斧,贪欲九头蛇,死亡之舞",5.84
LOL.top.olaf,global,platinum,12.22,top,2,51.99,1.93,1.18,LOL.top.aatrox,52.89,1348,LOL.top.gangplank,54.99,1162,LOL.top.fiora,47.37,1045,LOL.top.mordekaiser,54.24,1025,LOL.top.ksante,53.7,864,LOL.top.darius,50.8,752,LOL.top.jax,50.2,739,LOL.top.sett,49.93,683,LOL.top.camille,52.47,587,LOL.top.riven,49.91,531,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",16.47,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",6.13,"贪欲九头蛇,挺进破坏者,死亡之舞",5.45,"三相之力,死亡之舞,斯特拉克的挑战护手",5.21,"挺进破坏者,死亡之舞,荆棘之甲",4.62
LOL.top.olaf,global,gold,12.22,top,3,51.95,1.91,1.2,LOL.top.aatrox,50.6,2413,LOL.top.mordekaiser,51.86,2364,LOL.top.fiora,46.83,2129,LOL.top.gangplank,52.09,2008,LOL.top.darius,52.32,1770,LOL.top.sett,49.64,1646,LOL.top.jax,52.11,1612,LOL.top.ksante,56.99,1402,LOL.top.teemo,53.97,1384,LOL.top.nasus,48.85,1353,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",15.12,"挺进破坏者,死亡之舞,荆棘之甲",5.65,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",4.82,"挺进破坏者,破败王者之刃,死亡之舞",4.57,"三相之力,死亡之舞,斯特拉克的挑战护手",4.03
LOL.top.olaf,global,silver,12.22,top,3,51.36,2.08,1.33,LOL.top.mordekaiser,51.04,3374,LOL.top.teemo,52.73,2380,LOL.top.aatrox,51.55,2262,LOL.top.sett,48.1,2235,LOL.top.darius,50.94,2191,LOL.top.fiora,46.75,2079,LOL.top.nasus,47.31,1763,LOL.top.jax,50.75,1722,LOL.top.garen,48.02,1566,LOL.top.gangplank,55.0,1440,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",14.58,"挺进破坏者,死亡之舞,荆棘之甲",6.81,"挺进破坏者,破败王者之刃,死亡之舞",5.78,"三相之力,死亡之舞,斯特拉克的挑战护手",3.89,"挺进破坏者,破败王者之刃,荆棘之甲",3.74
LOL.top.olaf,global,silver,12.22,jungle,5,48.08,0.53,0.33,LOL.top.masteryi,44.85,602,LOL.top.kayn,48.06,593,LOL.top.hecarim,51.69,563,LOL.top.warwick,44.8,558,LOL.top.mordekaiser,42.86,532,LOL.top.udyr,48.46,487,LOL.top.shaco,47.9,476,LOL.top.viego,50.43,466,LOL.top.leesin,54.65,419,LOL.top.ekko,44.02,393,"渴血战斧,死亡之舞,斯特拉克的挑战护手",11.47,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",9.55,"渴血战斧,死亡之舞,荆棘之甲",6.76,"渴血战斧,死亡之舞,振奋盔甲",6.04,"挺进破坏者,死亡之舞,振奋盔甲",6.04
LOL.top.olaf,global,all,12.21,top,2,51.76,2.43,1.52,LOL.top.mordekaiser,51.36,15758,LOL.top.aatrox,51.97,13187,LOL.top.ksante,57.79,12091,LOL.top.darius,50.18,11354,LOL.top.sett,48.41,10972,LOL.top.nasus,49.17,9789,LOL.top.garen,48.11,9515,LOL.top.teemo,53.6,8235,LOL.top.fiora,49.63,7659,LOL.top.jax,51.1,7456,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",18.52,"挺进破坏者,死亡之舞,荆棘之甲",7.25,"挺进破坏者,破败王者之刃,死亡之舞",6.36,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",5.22,"三相之力,死亡之舞,斯特拉克的挑战护手",5.1
LOL.top.olaf,global,all,12.21,jungle,4,50.0,0.69,0.43,LOL.top.viego,51.37,3755,LOL.top.hecarim,51.71,3715,LOL.top.graves,50.42,3568,LOL.top.kayn,47.36,3311,LOL.top.masteryi,46.34,2866,LOL.top.leesin,53.92,2728,LOL.top.warwick,50.69,2523,LOL.top.diana,49.17,2339,LOL.top.shaco,48.6,2216,LOL.top.belveth,46.78,2114,"渴血战斧,死亡之舞,斯特拉克的挑战护手",17.04,"渴血战斧,死亡之舞,振奋盔甲",8.69,"渴血战斧,死亡之舞,荆棘之甲",8.43,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",7.24,"挺进破坏者,死亡之舞,振奋盔甲",5.74
LOL.top.olaf,global,diamond,12.21,top,1,53.77,3.02,1.69,LOL.top.aatrox,50.44,797,LOL.top.ksante,58.56,637,LOL.top.darius,49.78,464,LOL.top.fiora,52.16,439,LOL.top.mordekaiser,55.61,410,LOL.top.ornn,52.96,406,LOL.top.camille,52.03,394,LOL.top.shen,53.65,356,LOL.top.gangplank,51.41,354,LOL.top.jax,52.75,309,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",24.06,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",9.98,"三相之力,死亡之舞,斯特拉克的挑战护手",8.63,"挺进破坏者,玛莫提乌斯之噬,死亡之舞",4.6,"挺进破坏者,死亡之舞,荆棘之甲",4.58
LOL.top.olaf,global,diamond,12.21,jungle,2,53.14,0.95,0.54,LOL.top.hecarim,56.92,260,LOL.top.graves,53.52,213,LOL.top.viego,58.01,181,LOL.top.leesin,58.27,139,LOL.top.kayn,47.29,129,LOL.top.fiddlesticks,49.22,128,LOL.top.ekko,51.35,111,LOL.top.diana,50.96,104,LOL.top.belveth,53.47,101,LOL.top.sejuani,58.51,94,"渴血战斧,死亡之舞,斯特拉克的挑战护手",17.41,"渴血战斧,死亡之舞,振奋盔甲",10.85,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",9.31,"渴血战斧,死亡之舞,玛莫提乌斯之噬",9.06,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",8.93
LOL.top.olaf,global,platinum,12.21,top,2,52.55,2.37,1.53,LOL.top.ksante,55.78,1601,LOL.top.aatrox,53.49,1535,LOL.top.mordekaiser,52.65,1172,LOL.top.darius,48.14,1076,LOL.top.gangplank,59.01,1015,LOL.top.sett,51.02,935,LOL.top.fiora,48.41,911,LOL.top.nasus,50.81,742,LOL.top.garen,46.73,734,LOL.top.jax,53.04,690,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",23.01,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",8.02,"三相之力,死亡之舞,斯特拉克的挑战护手",6.49,"挺进破坏者,死亡之舞,荆棘之甲",6.08,"挺进破坏者,破败王者之刃,死亡之舞",4.88
LOL.top.olaf,global,platinum,12.21,jungle,5,51.01,0.66,0.42,LOL.top.hecarim,50.1,503,LOL.top.graves,50.6,415,LOL.top.viego,51.92,339,LOL.top.leesin,58.48,277,LOL.top.kayn,52.94,272,LOL.top.fiddlesticks,54.58,240,LOL.top.udyr,50.96,208,LOL.top.diana,55.72,201,LOL.top.zac,53.09,194,LOL.top.ekko,48.45,194,"渴血战斧,死亡之舞,斯特拉克的挑战护手",19.56,"渴血战斧,死亡之舞,振奋盔甲",10.05,"渴血战斧,死亡之舞,荆棘之甲",8.51,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",8.0,"渴血战斧,死亡之舞,玛莫提乌斯之噬",7.14
LOL.top.olaf,global,gold,12.21,top,3,52.63,2.27,1.45,LOL.top.mordekaiser,51.58,2695,LOL.top.aatrox,51.64,2624,LOL.top.ksante,57.02,2601,LOL.top.darius,50.68,2123,LOL.top.sett,48.71,1815,LOL.top.gangplank,54.5,1787,LOL.top.nasus,51.97,1753,LOL.top.garen,49.75,1624,LOL.top.fiora,50.3,1499,LOL.top.jax,54.91,1364,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",20.98,"挺进破坏者,死亡之舞,荆棘之甲",7.02,"挺进破坏者,破败王者之刃,死亡之舞",6.54,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",5.89,"三相之力,死亡之舞,斯特拉克的挑战护手",5.85
LOL.top.olaf,global,gold,12.21,jungle,4,51.66,0.61,0.39,LOL.top.graves,53.33,690,LOL.top.hecarim,53.67,641,LOL.top.viego,52.46,610,LOL.top.leesin,56.41,562,LOL.top.kayn,48.65,520,LOL.top.diana,50.0,406,LOL.top.ekko,46.0,400,LOL.top.masteryi,44.16,385,LOL.top.shaco,50.79,378,LOL.top.belveth,48.63,366,"渴血战斧,死亡之舞,斯特拉克的挑战护手",19.99,"渴血战斧,死亡之舞,振奋盔甲",9.96,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",8.63,"渴血战斧,死亡之舞,荆棘之甲",8.55,"挺进破坏者,死亡之舞,振奋盔甲",6.89
LOL.top.olaf,global,silver,12.21,top,3,51.57,2.35,1.48,LOL.top.mordekaiser,50.09,3753,LOL.top.sett,47.42,2617,LOL.top.aatrox,52.45,2515,LOL.top.nasus,48.82,2507,LOL.top.garen,47.02,2435,LOL.top.ksante,58.19,2404,LOL.top.darius,51.13,2396,LOL.top.teemo,54.58,2204,LOL.top.jax,48.13,1608,LOL.top.fiora,48.98,1566,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",19.24,"挺进破坏者,死亡之舞,荆棘之甲",8.66,"挺进破坏者,破败王者之刃,死亡之舞",7.85,"三相之力,死亡之舞,斯特拉克的挑战护手",4.84,"挺进破坏者,死亡之舞,玛莫提乌斯之噬",4.73
LOL.top.olaf,global,silver,12.21,jungle,5,49.59,0.65,0.41,LOL.top.viego,53.6,791,LOL.top.kayn,46.77,712,LOL.top.graves,47.4,673,LOL.top.masteryi,47.65,659,LOL.top.hecarim,52.34,640,LOL.top.warwick,51.36,588,LOL.top.shaco,47.42,523,LOL.top.leesin,52.25,511,LOL.top.diana,48.77,486,LOL.top.nocturne,50.64,472,"渴血战斧,死亡之舞,斯特拉克的挑战护手",19.15,"渴血战斧,死亡之舞,荆棘之甲",10.48,"渴血战斧,死亡之舞,振奋盔甲",10.07,"挺进破坏者,死亡之舞,斯特拉克的挑战护手",8.06,"挺进破坏者,死亡之舞,振奋盔甲",7.16
LOL.top.nasus,global,all,12.23,top,2,51.72,5.56,4.58,LOL.top.drmundo,48.92,18187,LOL.top.darius,50.5,15839,LOL.top.mordekaiser,49.67,15526,LOL.top.fiora,51.13,14418,LOL.top.aatrox,50.17,13864,LOL.top.sett,51.88,13777,LOL.top.garen,46.89,12094,LOL.top.teemo,51.3,11823,LOL.top.jax,52.91,10641,LOL.top.gangplank,51.88,9463,"神圣分离者,冰霜之心,振奋盔甲",19.9,"神圣分离者,冰霜之心,荆棘之甲",14.49,"神圣分离者,振奋盔甲,冰霜之心",4.79,"神圣分离者,冰霜之心,石像鬼石板甲",4.14,"神圣分离者,荆棘之甲,冰霜之心",3.72
LOL.top.nasus,global,all,12.23,mid,4,51.28,0.52,0.43,LOL.top.zed,54.0,2737,LOL.top.yasuo,52.83,2012,LOL.top.yone,50.82,1582,LOL.top.akali,51.13,1414,LOL.top.katarina,53.89,1260,LOL.top.irelia,53.01,1164,LOL.top.sylas,44.82,1062,LOL.top.kassadin,52.77,919,LOL.top.viktor,50.52,871,LOL.top.vex,54.07,810,"神圣分离者,冰霜之心,振奋盔甲",12.57,"神圣分离者,冰霜之心,荆棘之甲",12.36,"神圣分离者,石像鬼石板甲,冰霜之心",7.41,"神圣分离者,冰霜之心,石像鬼石板甲",5.94,"神圣分离者,振奋盔甲,冰霜之心",5.63
LOL.top.nasus,global,diamond,12.23,top,2,50.68,3.09,1.92,LOL.top.ksante,46.71,319,LOL.top.fiora,50.34,292,LOL.top.drmundo,40.3,263,LOL.top.aatrox,48.46,227,LOL.top.mordekaiser,52.63,171,LOL.top.darius,50.0,166,LOL.top.gangplank,45.34,161,LOL.top.camille,43.04,158,LOL.top.sett,52.63,133,LOL.top.jax,52.31,130,"神圣分离者,冰霜之心,振奋盔甲",25.77,"神圣分离者,冰霜之心,荆棘之甲",12.74,"神圣分离者,冰霜之心,自然之力",9.86,"神圣分离者,冰霜之心,石像鬼石板甲",8.86,"神圣分离者,振奋盔甲,冰霜之心",5.9
LOL.top.nasus,global,platinum,12.23,top,3,50.92,4.28,3.41,LOL.top.fiora,51.49,1305,LOL.top.drmundo,49.44,1246,LOL.top.aatrox,47.51,1187,LOL.top.ksante,53.06,1063,LOL.top.gangplank,50.52,1057,LOL.top.darius,50.54,1023,LOL.top.mordekaiser,48.13,937,LOL.top.camille,48.42,793,LOL.top.sett,50.75,731,LOL.top.jax,51.54,716,"神圣分离者,冰霜之心,振奋盔甲",23.22,"神圣分离者,冰霜之心,荆棘之甲",13.15,"神圣分离者,冰霜之心,石像鬼石板甲",6.08,"神圣分离者,振奋盔甲,冰霜之心",5.77,"神圣分离者,冰霜之心,自然之力",5.26
LOL.top.nasus,global,gold,12.23,top,2,52.2,5.03,4.5,LOL.top.drmundo,49.48,3349,LOL.top.fiora,49.71,2923,LOL.top.darius,52.0,2706,LOL.top.aatrox,49.66,2620,LOL.top.gangplank,53.18,2324,LOL.top.mordekaiser,47.48,2306,LOL.top.sett,52.7,2015,LOL.top.garen,43.73,1923,LOL.top.ksante,54.55,1912,LOL.top.jax,52.5,1819,"神圣分离者,冰霜之心,振奋盔甲",21.98,"神圣分离者,冰霜之心,荆棘之甲",14.64,"神圣分离者,振奋盔甲,冰霜之心",5.72,"神圣分离者,冰霜之心,石像鬼石板甲",4.29,"神圣分离者,荆棘之甲,冰霜之心",3.36
LOL.top.nasus,global,gold,12.23,mid,4,52.16,0.5,0.45,LOL.top.zed,55.26,608,LOL.top.yasuo,55.02,329,LOL.top.yone,54.58,284,LOL.top.katarina,53.33,270,LOL.top.akali,51.17,256,LOL.top.irelia,55.82,249,LOL.top.kassadin,51.76,199,LOL.top.viktor,54.31,197,LOL.top.sylas,45.36,194,LOL.top.vex,56.77,155,"神圣分离者,冰霜之心,荆棘之甲",15.79,"神圣分离者,冰霜之心,振奋盔甲",14.04,"神圣分离者,石像鬼石板甲,冰霜之心",11.46,"神圣分离者,振奋盔甲,冰霜之心",6.8,"神圣分离者,冰霜之心,石像鬼石板甲",6.09
LOL.top.nasus,global,silver,12.23,top,2,52.43,6.2,5.27,LOL.top.drmundo,48.72,4167,LOL.top.darius,50.36,3650,LOL.top.mordekaiser,49.84,3437,LOL.top.sett,51.21,3234,LOL.top.fiora,52.06,3056,LOL.top.teemo,51.0,3014,LOL.top.aatrox,48.71,2942,LOL.top.garen,46.11,2854,LOL.top.jax,54.46,2433,LOL.top.illaoi,46.57,2233,"神圣分离者,冰霜之心,振奋盔甲",20.92,"神圣分离者,冰霜之心,荆棘之甲",16.44,"神圣分离者,振奋盔甲,冰霜之心",5.24,"神圣分离者,荆棘之甲,冰霜之心",4.45,"神圣分离者,冰霜之心,石像鬼石板甲",4.19
LOL.top.nasus,global,silver,12.23,mid,4,52.02,0.55,0.47,LOL.top.zed,55.42,572,LOL.top.yasuo,54.85,474,LOL.top.yone,49.15,354,LOL.top.akali,52.1,309,LOL.top.irelia,51.88,266,LOL.top.katarina,58.62,261,LOL.top.sylas,41.91,241,LOL.top.malzahar,51.21,207,LOL.top.vex,53.81,197,LOL.top.viktor,46.63,178,"神圣分离者,冰霜之心,振奋盔甲",16.23,"神圣分离者,冰霜之心,荆棘之甲",15.61,"神圣分离者,振奋盔甲,冰霜之心",6.4,"神圣分离者,石像鬼石板甲,冰霜之心",6.08,"神圣分离者,冰霜之心,石像鬼石板甲",5.23
LOL.top.nasus,global,all,12.22,top,2,51.83,6.21,6.25,LOL.top.aatrox,49.92,31455,LOL.top.fiora,49.98,31218,LOL.top.darius,50.86,30988,LOL.top.sett,51.05,29740,LOL.top.mordekaiser,49.27,29209,LOL.top.garen,48.03,24573,LOL.top.jax,52.66,24110,LOL.top.teemo,50.65,23690,LOL.top.illaoi,47.61,18954,LOL.top.ksante,55.87,18460,"神圣分离者,冰霜之心,振奋盔甲",18.81,"神圣分离者,冰霜之心,荆棘之甲",14.21,"神圣分离者,振奋盔甲,冰霜之心",4.45,"神圣分离者,冰霜之心,石像鬼石板甲",3.95,"神圣分离者,荆棘之甲,冰霜之心",3.31
LOL.top.nasus,global,all,12.22,jungle,5,46.45,0.6,0.6,LOL.top.masteryi,42.1,3570,LOL.top.kayn,46.24,3538,LOL.top.hecarim,49.51,3270,LOL.top.warwick,46.38,2738,LOL.top.viego,49.85,2622,LOL.top.udyr,46.02,2310,LOL.top.ekko,44.78,2213,LOL.top.leesin,50.54,2210,LOL.top.shaco,50.14,2142,LOL.top.graves,46.26,2138,"神圣分离者,冰霜之心,振奋盔甲",14.09,"神圣分离者,冰霜之心,荆棘之甲",10.24,"神圣分离者,冰霜之心,亡者的板甲",4.87,"神圣分离者,亡者的板甲,荆棘之甲",4.14,"神圣分离者,石像鬼石板甲,冰霜之心",3.0
LOL.top.nasus,global,diamond,12.22,top,3,49.58,3.22,2.78,LOL.top.fiora,46.82,598,LOL.top.ksante,52.73,495,LOL.top.aatrox,46.71,441,LOL.top.camille,49.19,372,LOL.top.gangplank,43.04,316,LOL.top.jax,50.32,312,LOL.top.mordekaiser,46.67,285,LOL.top.darius,50.18,279,LOL.top.ornn,51.15,260,LOL.top.riven,47.62,252,"神圣分离者,冰霜之心,振奋盔甲",23.32,"神圣分离者,冰霜之心,荆棘之甲",12.81,"神圣分离者,冰霜之心,石像鬼石板甲",7.9,"神圣分离者,冰霜之心,自然之力",7.52,"神圣分离者,振奋盔甲,冰霜之心",4.91
LOL.top.nasus,global,platinum,12.22,top,1,51.69,4.56,4.92,LOL.top.fiora,51.49,2890,LOL.top.aatrox,47.22,2410,LOL.top.ksante,54.41,2200,LOL.top.gangplank,50.24,1839,LOL.top.darius,49.97,1781,LOL.top.camille,47.04,1658,LOL.top.jax,54.72,1654,LOL.top.sett,52.65,1620,LOL.top.sion,54.4,1557,LOL.top.mordekaiser,48.05,1465,"神圣分离者,冰霜之心,振奋盔甲",21.17,"神圣分离者,冰霜之心,荆棘之甲",13.45,"神圣分离者,冰霜之心,石像鬼石板甲",5.4,"神圣分离者,振奋盔甲,冰霜之心",4.94,"神圣分离者,冰霜之心,自然之力",4.85
LOL.top.nasus,global,gold,12.22,top,2,52.03,5.67,6.45,LOL.top.fiora,48.92,6881,LOL.top.aatrox,50.0,6354,LOL.top.darius,50.44,5551,LOL.top.sett,51.1,4753,LOL.top.jax,53.11,4579,LOL.top.gangplank,51.0,4404,LOL.top.mordekaiser,48.68,4394,LOL.top.ksante,56.18,4320,LOL.top.garen,47.14,3948,LOL.top.sion,52.42,3489,"神圣分离者,冰霜之心,振奋盔甲",20.9,"神圣分离者,冰霜之心,荆棘之甲",14.17,"神圣分离者,振奋盔甲,冰霜之心",5.28,"神圣分离者,冰霜之心,石像鬼石板甲",4.08,"神圣分离者,冰霜之心,自然之力",3.23
LOL.top.nasus,global,silver,12.22,top,1,52.43,7.01,7.15,LOL.top.darius,51.49,7944,LOL.top.aatrox,50.73,7548,LOL.top.sett,50.99,7458,LOL.top.fiora,50.72,7334,LOL.top.mordekaiser,48.72,7173,LOL.top.teemo,50.65,6833,LOL.top.garen,48.36,6629,LOL.top.jax,52.52,5973,LOL.top.illaoi,46.97,4969,LOL.top.drmundo,52.85,4579,"神圣分离者,冰霜之心,振奋盔甲",19.7,"神圣分离者,冰霜之心,荆棘之甲",15.91,"神圣分离者,振奋盔甲,冰霜之心",4.85,"神圣分离者,荆棘之甲,冰霜之心",3.89,"神圣分离者,冰霜之心,石像鬼石板甲",3.88
LOL.top.nasus,global,silver,12.22,jungle,5,47.21,0.67,0.68,LOL.top.kayn,45.67,889,LOL.top.masteryi,43.27,855,LOL.top.hecarim,49.53,749,LOL.top.viego,50.92,599,LOL.top.ekko,47.59,580,LOL.top.warwick,46.32,570,LOL.top.shaco,49.56,567,LOL.top.udyr,46.87,559,LOL.top.leesin,53.82,537,LOL.top.graves,44.61,529,"神圣分离者,冰霜之心,振奋盔甲",17.0,"神圣分离者,冰霜之心,荆棘之甲",12.43,"神圣分离者,冰霜之心,亡者的板甲",5.89,"神圣分离者,亡者的板甲,荆棘之甲",4.98,"神圣分离者,亡者的板甲,振奋盔甲",3.44
LOL.top.nasus,global,all,12.21,top,1,52.77,7.14,9.08,LOL.top.darius,50.48,35910,LOL.top.aatrox,51.5,35731,LOL.top.ksante,58.93,33969,LOL.top.garen,47.43,32624,LOL.top.sett,51.56,29943,LOL.top.mordekaiser,51.24,29761,LOL.top.fiora,53.11,22233,LOL.top.teemo,52.55,21367,LOL.top.jax,52.47,20288,LOL.top.yone,53.43,18508,"神圣分离者,冰霜之心,振奋盔甲",24.37,"神圣分离者,冰霜之心,荆棘之甲",15.83,"神圣分离者,振奋盔甲,冰霜之心",5.29,"神圣分离者,冰霜之心,石像鬼石板甲",4.02,"神圣分离者,冰霜之心,自然之力",3.56
LOL.top.nasus,global,diamond,12.21,top,2,50.33,3.85,4.6,LOL.top.ksante,54.78,743,LOL.top.aatrox,49.78,669,LOL.top.fiora,48.68,532,LOL.top.ornn,50.2,498,LOL.top.darius,45.73,492,LOL.top.camille,45.85,482,LOL.top.shen,49.87,395,LOL.top.gangplank,47.14,350,LOL.top.sett,51.75,342,LOL.top.mordekaiser,49.85,339,"神圣分离者,冰霜之心,振奋盔甲",25.2,"神圣分离者,冰霜之心,自然之力",9.88,"神圣分离者,冰霜之心,荆棘之甲",9.82,"神圣分离者,冰霜之心,石像鬼石板甲",8.96,"神圣分离者,振奋盔甲,冰霜之心",5.62
LOL.top.nasus,global,platinum,12.21,top,1,52.01,5.52,8.36,LOL.top.ksante,57.96,3492,LOL.top.aatrox,48.75,2950,LOL.top.darius,47.05,2491,LOL.top.fiora,53.67,2219,LOL.top.garen,49.55,1796,LOL.top.camille,48.94,1796,LOL.top.sett,50.17,1770,LOL.top.gangplank,52.89,1745,LOL.top.mordekaiser,50.21,1653,LOL.top.ornn,52.73,1593,"神圣分离者,冰霜之心,振奋盔甲",25.56,"神圣分离者,冰霜之心,荆棘之甲",12.89,"神圣分离者,冰霜之心,自然之力",6.64,"神圣分离者,振奋盔甲,冰霜之心",5.71,"神圣分离者,冰霜之心,石像鬼石板甲",5.67
LOL.top.nasus,global,gold,12.21,top,1,53.07,6.84,10.13,LOL.top.ksante,58.61,7745,LOL.top.aatrox,49.95,7213,LOL.top.darius,50.21,6521,LOL.top.garen,46.7,5726,LOL.top.sett,51.8,4836,LOL.top.mordekaiser,50.51,4734,LOL.top.fiora,53.09,4622,LOL.top.jax,52.69,3750,LOL.top.gangplank,52.98,3730,LOL.top.ornn,52.86,3572,"神圣分离者,冰霜之心,振奋盔甲",25.41,"神圣分离者,冰霜之心,荆棘之甲",15.1,"神圣分离者,振奋盔甲,冰霜之心",5.91,"神圣分离者,冰霜之心,自然之力",4.5,"神圣分离者,冰霜之心,石像鬼石板甲",4.1
LOL.top.nasus,global,silver,12.21,top,1,53.38,8.15,10.04,LOL.top.darius,50.94,9730,LOL.top.garen,47.38,9269,LOL.top.aatrox,52.09,8913,LOL.top.ksante,59.79,8351,LOL.top.sett,51.52,8004,LOL.top.mordekaiser,51.66,7929,LOL.top.teemo,51.83,6381,LOL.top.fiora,53.36,5379,LOL.top.jax,53.05,5284,LOL.top.illaoi,48.55,4894,"神圣分离者,冰霜之心,振奋盔甲",25.44,"神圣分离者,冰霜之心,荆棘之甲",17.4,"神圣分离者,振奋盔甲,冰霜之心",5.58,"神圣分离者,冰霜之心,石像鬼石板甲",3.73,"神圣分离者,荆棘之甲,冰霜之心",3.46
LOL.top.illaoi,global,all,12.23,top,2,51.67,4.9,8.2,LOL.top.aatrox,53.18,17313,LOL.top.darius,52.95,15696,LOL.top.drmundo,49.54,14884,LOL.top.mordekaiser,45.67,14119,LOL.top.sett,52.39,13705,LOL.top.fiora,50.59,12040,LOL.top.garen,48.82,9463,LOL.top.nasus,53.27,9232,LOL.top.teemo,45.64,8973,LOL.top.jax,54.61,8718,"黑色切割者,冰脉护手,斯特拉克的挑战护手",9.62,"神圣分离者,破舰者,死亡之舞",5.57,"神圣分离者,荆棘之甲,死亡之舞",3.31,"神圣分离者,荆棘之甲,振奋盔甲",2.66,"神圣分离者,破舰者,斯特拉克的挑战护手",2.47
LOL.top.illaoi,global,diamond,12.23,top,3,49.43,2.95,1.56,LOL.top.ksante,47.53,324,LOL.top.aatrox,53.27,321,LOL.top.drmundo,47.47,217,LOL.top.fiora,50.7,215,LOL.top.darius,48.11,185,LOL.top.mordekaiser,43.45,168,LOL.top.camille,50.0,166,LOL.top.gangplank,48.45,161,LOL.top.irelia,52.9,138,LOL.top.jax,48.89,135,"黑色切割者,冰脉护手,斯特拉克的挑战护手",20.54,"神圣分离者,破舰者,死亡之舞",8.36,"女神之泪,冰脉护手,破舰者,末日寒冬",7.31,"冰脉护手,黑色切割者,斯特拉克的挑战护手",7.14,"神圣分离者,破舰者,斯特拉克的挑战护手",3.74
LOL.top.illaoi,global,platinum,12.23,top,3,51.48,3.76,3.2,LOL.top.aatrox,51.73,1531,LOL.top.ksante,53.73,1085,LOL.top.fiora,48.73,1020,LOL.top.drmundo,49.7,1006,LOL.top.darius,51.96,995,LOL.top.mordekaiser,46.33,872,LOL.top.gangplank,47.47,830,LOL.top.sett,53.82,786,LOL.top.irelia,48.0,625,LOL.top.camille,52.05,609,"黑色切割者,冰脉护手,斯特拉克的挑战护手",13.85,"神圣分离者,破舰者,死亡之舞",7.28,"女神之泪,冰脉护手,破舰者,末日寒冬",5.58,"冰脉护手,黑色切割者,斯特拉克的挑战护手",3.58,"神圣分离者,破舰者,斯特拉克的挑战护手",3.3
LOL.top.illaoi,global,gold,12.23,top,2,52.1,4.37,5.45,LOL.top.aatrox,53.38,3518,LOL.top.drmundo,50.68,2804,LOL.top.darius,53.37,2702,LOL.top.fiora,50.8,2433,LOL.top.mordekaiser,45.18,2191,LOL.top.sett,54.04,2056,LOL.top.ksante,56.52,1964,LOL.top.gangplank,49.62,1838,LOL.top.jax,52.55,1528,LOL.top.nasus,53.48,1496,"黑色切割者,冰脉护手,斯特拉克的挑战护手",11.38,"神圣分离者,破舰者,死亡之舞",5.81,"冰脉护手,黑色切割者,斯特拉克的挑战护手",2.9,"神圣分离者,破舰者,斯特拉克的挑战护手",2.75,"女神之泪,冰脉护手,破舰者,末日寒冬",2.61
